origin_topic_q5,origin_topic_q4,origin_topic_q1,origin_topic_q3,origin_topic_q2,intruder_task_index_q5,word2_q4,word1_q4,word2_q2,word1_q2,word1_q1,word2_q1,intruder_topic_q2,intruder_topic_q3,intruder_topic_q1,word3_q3,intruder_topic_q4,intruder_topic_q5,word0_q4,word4_q3,word0_q5,word3_q5,word4_q5,intruder_source_index_q2,intruder_source_index_q3,intruder_source_index_q1,intruder_source_index_q4,intruder_source_index_q5,word5_q3,word5_q2,word5_q1,word0_q1,word0_q2,word0_q3,word2_q5,word5_q5,intruder_task_index_q4,word1_q3,word5_q4,intruder_task_index_q1,intruder_task_index_q2,intruder_task_index_q3,intruder_token_q4,intruder_token_q5,intruder_token_q1,intruder_token_q2,intruder_token_q3,word2_q3,word1_q5,word3_q1,word4_q1,word4_q2,word3_q2,word4_q4,word3_q4
29,9,28,9,19,3,coach,fiber,facts,tha,fiscal,boehner,13,25,24,wedding,8,13,delicious,fiber,jackson,hillary,sandusky,18,4,3,5,8,delicious,tte,ceiling,compromise,thh,santorum,sexual,allegations,2,nbc,nbc,3,2,0,coach,hillary,healthcare,facts,santorum,calories,abuse,healthcare,ryan,melissa,thi,calories,wedding
12,24,25,25,24,4,obamacare,lou,firefighters,obamacare,iowa,gingrich,27,26,10,santorum,8,14,armstrong,newt,regime,syria,libyan,16,0,15,16,13,iowa,healthcare,santorum,rick,neil,rick,israel,russia,0,stocks,neil,3,2,1,armstrong,libyan,trees,firefighters,stocks,gingrich,egypt,trees,newt,lou,irs,healthcare,irs
20,12,11,17,7,3,egypt,hits,british,gulf,gentleman,tempore,4,26,12,european,17,27,regime,giants,veterans,channel,pope,14,15,8,6,14,baseball,spill,russian,chair,advair,score,mental,guns,1,league,syria,5,2,3,hits,channel,russian,british,european,nbc,background,yield,amendment,cbs,copd,russia,israel
14,20,19,26,21,0,pope,mental,terrorist,guilty,thi,melissa,2,2,15,stocks,23,8,veterans,trading,golf,pakistan,nuclear,11,13,14,16,6,investors,qaeda,tha,tte,fbi,osama,taliban,libya,4,earnings,guns,3,1,0,headache,golf,regulation,guilty,osama,fed,korea,regulation,thh,immigration,border,headache,background
16,19,6,0,11,2,thi,mississippi,yield,amendment,chinese,climate,9,26,3,dow,10,28,melissa,ship,christmas,flu,shopping,6,6,5,19,9,passengers,gentleman,hoveround,teachers,honey,haiti,wisconsin,thanksgiving,1,earthquake,tha,5,0,3,mississippi,wisconsin,hoveround,honey,dow,abc,holiday,guest,caller,chair,tempore,tte,thh
20,18,19,19,18,1,supplement,thi,jenna,aarp,melissa,tha,14,12,10,tte,19,3,jenna,melissa,pope,background,guns,2,18,13,4,8,tha,pakistan,tte,thh,martha,thi,veterans,mental,1,thh,martha,4,5,2,thi,una,roads,pakistan,sanctions,sanctions,una,thi,roads,jon,supplement,aarp,jon
13,12,19,16,17,2,israel,egypt,score,giants,melissa,tte,18,23,10,shopping,2,26,russia,prescription,palin,voting,voter,3,13,17,10,11,thanksgiving,league,thi,tornadoes,nbc,holiday,housing,sarah,3,flu,regime,0,4,4,verdict,housing,tornadoes,aarp,prescription,christmas,liberal,tha,thh,aarp,baseball,syria,verdict
23,28,10,16,17,3,ryan,gay,baseball,nbc,flooding,operations,10,24,14,thanksgiving,22,16,fiscal,shopping,celebrex,stores,bleeding,16,18,18,1,7,flu,score,flood,hurricane,irene,holiday,cialis,chantix,1,taxpayer,boehner,2,0,1,gay,stores,operations,irene,taxpayer,christmas,arthritis,tornado,island,giants,league,ceiling,compromise
16,11,3,23,17,4,amendment,gentleman,giants,score,kitchen,las,2,16,16,arthritis,27,0,tempore,celebrex,christmas,thanksgiving,airline,1,12,15,19,14,inches,baseball,que,deals,zimmerman,bleeding,shopping,flu,5,chantix,cloudy,0,0,5,cloudy,airline,deals,zimmerman,inches,cialis,holiday,color,gonna,league,nbc,chair,yield
3,23,29,25,25,5,arthritis,cialis,santorum,bleeding,sexual,allegations,23,28,14,wisconsin,27,17,celebrex,santorum,color,gonna,que,4,9,15,17,7,iowa,iowa,missile,sandusky,newt,rick,kitchen,yards,5,newt,livermore,5,1,3,livermore,yards,missile,bleeding,wisconsin,gingrich,las,abuse,jackson,gingrich,rick,chantix,bleeding
5,2,5,3,22,0,bin,martin,gay,religion,enbrel,anderson,7,21,18,color,28,17,jury,las,nbc,wolf,cymbalta,14,19,18,10,1,kitchen,religious,cymbalta,wolf,marriage,gonna,cnn,enbrel,5,plot,shutdown,4,3,1,shutdown,nbc,insured,breathe,plot,que,anderson,cnn,insured,supreme,breathe,laden,zimmerman
12,11,16,22,26,0,democracy,yield,trading,earnings,christmas,flu,18,1,18,marriage,6,15,chair,metro,constitution,egypt,russia,8,2,2,10,16,supreme,stocks,supplement,shopping,investors,religious,regime,israel,2,gay,amendment,5,4,4,democracy,constitution,supplement,nasa,metro,religion,syria,holiday,thanksgiving,nasa,fed,tempore,gentleman
8,25,19,15,15,1,rick,gingrich,testimony,authority,ship,tte,27,10,0,authority,9,4,wear,testimony,olympics,olympic,bowl,18,18,1,18,16,supreme,commission,melissa,thh,supreme,commission,nfl,tiger,0,agencies,santorum,1,4,2,wear,rose,ship,giants,katrina,katrina,rose,tha,thi,giants,agencies,iowa,newt
7,14,11,22,9,0,taliban,medicines,spill,fiber,tempore,yield,7,8,4,marriage,7,6,nuclear,religion,caller,gulf,cbs,3,7,18,7,1,religious,nbc,gentleman,chair,wedding,gay,copd,advair,1,supreme,libya,3,2,2,medicines,caller,funny,spill,woods,woods,spill,funny,amendment,calories,delicious,pakistan,korea
16,11,2,4,28,0,tempore,ceo,ryan,compromise,bin,hampshire,12,22,25,tavis,26,11,amendment,religion,bipartisan,holiday,shopping,9,3,7,9,14,kennedy,boehner,zimmerman,martin,fiscal,character,christmas,flu,1,lincoln,chair,2,3,4,ceo,bipartisan,hampshire,arab,religion,film,thanksgiving,laden,jury,ceiling,arab,yield,gentleman
7,8,11,20,25,3,bowl,olympics,newt,unions,chair,yield,24,8,28,veterans,21,14,nfl,mental,cbs,nato,spill,11,4,13,18,8,nfl,iowa,tempore,gentleman,gingrich,guns,advair,gulf,3,pope,tiger,3,1,5,bombing,nato,recession,unions,nfl,background,copd,recession,amendment,santorum,rick,olympic,bombing
26,8,25,19,0,1,tiger,verdict,abc,ship,newt,gingrich,13,21,16,terror,2,28,bowl,thh,trading,earnings,fed,14,6,10,10,14,tte,haiti,iowa,rick,earthquake,thi,investors,stocks,1,melissa,olympic,4,4,3,verdict,proposal,freezing,sean,terror,tha,proposal,santorum,freezing,sean,passengers,nfl,olympics
12,27,18,26,25,5,oakland,ktvu,fiber,iowa,jon,aarp,9,21,26,bombing,23,22,prostate,fed,russia,regime,syria,3,18,9,10,1,trading,newt,supplement,ceo,santorum,earnings,israel,gay,0,stocks,fog,0,2,3,prostate,gay,ceo,fiber,bombing,investors,egypt,jenna,martha,gingrich,rick,jose,santa
28,24,20,21,29,2,shopping,lou,abuse,jackson,veterans,guns,13,14,6,border,16,7,irs,qaeda,ryan,boehner,fiscal,7,10,7,4,10,terrorist,allegations,century,background,mccain,fbi,louisiana,compromise,2,ambassador,obamacare,5,0,1,shopping,louisiana,century,mccain,ambassador,immigration,ceiling,mental,pope,sandusky,sexual,healthcare,neil
21,4,19,11,24,5,tavis,kennedy,irs,neil,tte,melissa,11,7,5,amendment,27,23,character,yield,qaeda,terrorist,border,0,5,19,18,11,tdd,healthcare,thh,sanjay,gentleman,tempore,immigration,reactions,3,chair,film,0,0,5,giants,reactions,sanjay,gentleman,tdd,gentleman,fbi,thi,tha,lou,obamacare,lincoln,giants
20,20,8,22,25,4,pope,background,newt,gerri,nra,nfl,24,24,20,marriage,9,28,sweet,premiums,veterans,pope,proposal,5,17,14,7,14,religion,gingrich,bowl,tiger,iowa,gay,mental,background,0,supreme,mental,1,1,4,sweet,proposal,nra,gerri,premiums,religious,guns,olympic,olympics,santorum,rick,veterans,guns
24,6,20,14,15,5,chinese,guest,commission,authority,mental,guns,8,23,11,korea,21,13,caller,cialis,irs,lou,obamacare,4,0,4,17,15,taliban,supreme,pope,chair,nfl,nuclear,healthcare,christie,3,libya,teachers,0,0,4,immigrants,christie,chair,nfl,cialis,pakistan,neil,veterans,background,agencies,testimony,climate,immigrants
15,3,9,16,14,5,color,gonna,reserve,nuclear,delicious,wedding,26,13,8,flu,0,0,que,facts,agencies,authority,testimony,19,18,0,12,4,thanksgiving,korea,bowl,nbc,taliban,christmas,commission,earthquake,5,holiday,port,5,2,4,port,earthquake,bowl,reserve,facts,shopping,supreme,calories,fiber,libya,pakistan,kitchen,las
7,0,1,25,17,5,ship,earthquake,baseball,giants,constitution,baltimore,22,18,15,rick,20,19,abc,iowa,spill,gulf,cbs,7,11,16,2,1,kit,newshour,metro,beltway,nbc,gingrich,advair,tha,4,santorum,haiti,1,5,5,pope,tha,constitution,newshour,kit,newt,copd,cloudy,avenue,league,score,pope,passengers
29,22,0,3,29,0,para,gay,allegations,abuse,abc,earthquake,28,1,27,fios,3,27,religious,color,skies,allegations,jackson,8,14,12,6,11,gonna,jackson,ship,passengers,sandusky,que,sexual,sandusky,2,kitchen,marriage,3,4,3,para,skies,commute,trillion,fios,las,abuse,commute,haiti,trillion,sexual,religion,supreme
27,5,8,16,21,0,wolf,enbrel,cnn,border,thunderstorms,nfl,5,1,17,flu,11,17,cnn,thanksgiving,yankees,fog,jose,0,5,12,4,13,christmas,immigration,olympics,tiger,qaeda,holiday,oakland,ktvu,5,storms,chair,1,2,1,chair,yankees,thunderstorms,cnn,storms,shopping,santa,olympic,bowl,terrorist,fbi,anderson,cymbalta
3,10,2,28,23,1,island,hurricane,arthritis,cialis,zimmerman,martin,2,27,23,giants,26,17,ceo,compromise,las,kitchen,que,16,18,0,9,9,ceiling,celebrex,bin,laden,jurors,ryan,gonna,color,0,boehner,flooding,3,0,3,ceo,boston,cialis,jurors,giants,fiscal,boston,cialis,jury,bleeding,chantix,flood,tornado
12,7,3,26,5,5,lysol,advair,anderson,delegates,gonna,las,25,8,14,earnings,3,29,spill,investors,regime,israel,syria,16,19,19,13,11,fed,wolf,color,kitchen,enbrel,trading,russia,scandal,2,championship,copd,3,1,1,lysol,scandal,laden,delegates,championship,stocks,egypt,laden,que,cymbalta,cnn,cbs,gulf
6,0,16,25,3,1,passengers,abc,que,las,thanksgiving,flu,23,8,29,iowa,14,29,haiti,bowl,climate,guest,chinese,6,0,5,15,14,gingrich,gonna,christmas,holiday,allergic,santorum,caller,teachers,5,rick,missile,4,0,4,missile,boys,drugs,allergic,bowl,newt,boys,shopping,drugs,kitchen,color,earthquake,ship
12,14,8,1,19,4,pakistan,taliban,tha,thi,tiger,olympic,13,23,9,metro,3,15,korea,baltimore,syria,egypt,constitution,0,8,17,0,16,avenue,voting,bowl,olympics,tte,cloudy,regime,israel,3,aspirin,libya,4,5,1,gonna,constitution,fruit,voting,aspirin,beltway,russia,nfl,fruit,melissa,thh,nuclear,gonna
4,1,18,12,29,1,beltway,metro,jackson,sandusky,tavis,martha,17,13,4,israel,4,21,avenue,russia,tavis,film,kennedy,3,4,0,12,8,syria,abuse,supplement,aarp,giants,voter,lincoln,character,4,regime,cloudy,1,0,0,charlie,terrorism,tavis,giants,voter,egypt,terrorism,jenna,jon,sexual,allegations,charlie,baltimore
18,13,7,1,25,3,voter,terrorist,newt,santorum,laden,cbs,4,5,2,cloudy,21,12,voting,avenue,martha,russian,supplement,3,8,4,4,8,baltimore,lincoln,spill,advair,rick,carol,jenna,aarp,1,metro,liberal,1,5,0,terrorist,russian,laden,lincoln,carol,beltway,jon,gulf,copd,gingrich,iowa,sarah,palin
4,14,24,10,11,3,libya,taliban,chair,yield,healthcare,irs,24,1,29,hurricane,25,22,pakistan,flood,kennedy,christians,tavis,4,13,13,12,16,tornado,amendment,lou,obamacare,gentleman,flooding,film,lincoln,3,prince,nuclear,3,3,1,nomination,christians,prosecutors,lou,prince,island,character,prosecutors,neil,tempore,lou,korea,nomination
24,8,29,5,22,5,tiger,nfl,supreme,gay,jackson,sandusky,13,9,8,anderson,17,15,olympic,cymbalta,neil,healthcare,lou,10,19,10,16,9,wolf,ryan,sexual,player,marriage,dress,irs,consumers,5,cnn,player,0,5,0,player,consumers,player,ryan,dress,enbrel,obamacare,allegations,abuse,religious,religion,olympics,bowl
26,19,12,0,23,2,thh,tha,cialis,arthritis,sandusky,regime,13,24,29,earthquake,23,9,melissa,abc,trading,fed,investors,4,4,3,19,0,lou,celebrex,syria,russia,bleeding,haiti,delicious,stocks,3,ship,tte,1,3,5,motion,delicious,sandusky,voter,lou,passengers,earnings,egypt,israel,chantix,voter,thi,motion
10,27,4,21,19,4,fog,santa,tha,prescription,film,tavis,7,8,0,immigration,7,14,jose,basketball,tornado,flood,korea,18,12,16,16,3,fbi,thi,kennedy,lincoln,thh,qaeda,hurricane,island,5,border,cholesterol,3,1,4,cholesterol,korea,occur,prescription,basketball,terrorist,flooding,occur,character,melissa,tte,oakland,ktvu
20,7,29,12,22,0,advair,pbs,religious,religion,sexual,giffords,1,20,20,egypt,22,3,spill,regime,paint,background,guns,11,14,8,8,15,nra,marriage,sandusky,allegations,supreme,russia,pope,veterans,1,syria,gulf,2,4,5,pbs,paint,giffords,thunderstorms,nra,israel,mental,abuse,jackson,thunderstorms,gay,copd,cbs
6,6,12,0,25,1,caller,climate,flying,newt,israel,russia,0,7,11,ship,0,13,crew,haiti,chinese,teachers,climate,11,16,16,9,13,abc,iowa,regime,urge,santorum,earthquake,guest,caller,0,cholesterol,chinese,0,2,1,crew,hardball,urge,flying,cholesterol,passengers,hardball,egypt,syria,rick,gingrich,guest,teachers
27,9,17,14,4,1,delicious,nbc,turkey,character,giants,nbc,16,7,9,taliban,25,6,wedding,nuclear,ktvu,jose,fog,17,15,0,3,4,function,film,league,delicious,kennedy,pakistan,santa,oakland,3,korea,calories,0,2,5,iowa,chinese,delicious,turkey,function,libya,chinese,score,baseball,lincoln,tavis,fiber,iowa
24,2,16,21,20,5,martin,bin,mental,pope,advair,holiday,23,14,7,border,4,8,johnson,immigration,lou,obamacare,healthcare,9,5,2,10,12,qaeda,swelling,thanksgiving,flu,background,fbi,irs,basketball,0,afghan,zimmerman,1,5,1,johnson,basketball,advair,swelling,afghan,terrorist,neil,shopping,christmas,veterans,guns,jury,laden
28,22,2,1,15,1,religion,marriage,testimony,authority,jury,martin,16,25,26,cloudy,23,3,religious,metro,ryan,fiscal,boehner,5,13,17,19,11,avenue,commission,bin,zimmerman,supreme,beltway,compromise,ceiling,4,baltimore,gay,4,4,2,motion,bathroom,bernanke,ice,convention,convention,bathroom,laden,bernanke,ice,agencies,motion,supreme
0,3,27,16,10,2,las,gonna,tornado,gold,fog,santa,8,8,9,flu,17,28,que,christmas,ship,passengers,haiti,8,5,11,10,5,coach,flooding,oakland,jose,hurricane,holiday,cliff,earthquake,4,thanksgiving,kitchen,3,1,5,pitch,cliff,chocolate,gold,coach,shopping,abc,chocolate,ktvu,flood,island,pitch,color
26,26,15,17,21,5,investors,fed,qaeda,border,agencies,authority,27,16,26,league,15,5,systems,baseball,trading,earnings,stocks,11,16,11,19,17,score,terrorist,commission,supreme,immigration,retailers,investors,cnnw,0,nbc,stocks,3,4,0,systems,cnnw,housing,skies,retailers,giants,fed,housing,testimony,skies,fbi,earnings,trading
13,7,25,1,19,3,copd,immigrants,thh,melissa,amendments,iowa,23,14,11,metro,21,29,cbs,avenue,voting,sandusky,voter,18,5,11,17,3,baltimore,tha,santorum,newt,thi,afghan,palin,liberal,1,beltway,spill,1,4,0,immigrants,sandusky,amendments,aleve,afghan,cloudy,sarah,rick,gingrich,aleve,tte,gulf,advair
22,24,18,17,18,5,lou,obamacare,supplement,jenna,dress,jon,21,4,9,funny,13,8,irs,league,gay,marriage,religious,18,18,19,11,2,score,aarp,jenna,aarp,jon,baseball,supreme,olympic,3,giants,healthcare,1,4,3,conservatives,olympic,dress,bombing,funny,nbc,religion,supplement,martha,bombing,martha,neil,conservatives
23,2,25,12,3,2,jury,laden,que,color,newt,flooding,22,29,10,syria,12,3,zimmerman,regime,cialis,celebrex,chantix,13,2,1,15,17,israel,kitchen,gingrich,iowa,las,egypt,dirt,arthritis,5,russia,putin,2,3,2,putin,dirt,flooding,nsa,abuse,abuse,bleeding,rick,santorum,gonna,nsa,bin,martin
21,13,0,4,4,4,giffords,sarah,lincoln,thunderstorms,earthquake,aleve,1,19,23,kennedy,20,10,voting,hat,terrorist,fbi,flooding,11,9,18,8,1,character,tavis,abc,haiti,kennedy,film,border,qaeda,2,lincoln,voter,2,1,4,giffords,flooding,aleve,thunderstorms,hat,tavis,immigration,passengers,ship,character,film,palin,liberal
12,4,16,4,7,0,character,film,cbs,spill,shopping,thanksgiving,1,1,28,tavis,28,22,tavis,lincoln,faith,syria,regime,1,16,18,17,5,kennedy,beltway,limit,holiday,gulf,character,russia,israel,4,humidity,lincoln,5,5,1,default,faith,limit,beltway,humidity,film,egypt,flu,christmas,copd,advair,default,kennedy
12,4,15,6,19,1,character,lincoln,thi,tha,supreme,agencies,21,26,25,guest,29,13,film,chinese,egypt,russia,israel,16,2,7,19,5,climate,thh,hampshire,authority,melissa,fed,syria,regime,5,teachers,oklahoma,5,4,0,oklahoma,abortion,hampshire,agents,fed,caller,abortion,commission,testimony,agents,tte,kennedy,tavis
9,1,19,14,21,3,beltway,metro,qaeda,immigration,thh,tha,0,22,15,pakistan,13,3,baltimore,nuclear,fiber,que,delicious,17,9,11,8,1,jesus,terrorist,thi,consumer,captain,libya,wedding,nbc,5,taliban,hillary,0,0,5,hillary,que,consumer,captain,jesus,korea,calories,tte,melissa,border,fbi,cloudy,avenue
5,11,23,0,6,3,chair,tempore,climate,teachers,arthritis,cialis,7,5,19,earthquake,21,3,yield,abc,enbrel,bathroom,wolf,1,6,13,14,11,ship,caller,chantix,bleeding,cbs,haiti,cymbalta,cnn,4,newsroom,amendment,3,0,1,yemen,bathroom,tre,cbs,newsroom,passengers,anderson,tre,celebrex,chinese,guest,yemen,gentleman
14,22,6,29,15,4,gay,marriage,authority,agencies,chinese,caller,12,25,28,sandusky,26,26,ceo,allegations,korea,libya,earnings,8,2,18,9,4,sexual,commission,limit,climate,supreme,newt,taliban,pakistan,0,jackson,religion,5,4,0,ceo,earnings,limit,russian,newt,abuse,nuclear,teachers,guest,russian,testimony,supreme,religious
9,0,20,5,17,4,passengers,ship,score,baseball,veterans,background,22,18,23,wolf,13,5,biden,jenna,calories,delicious,cymbalta,9,4,11,9,2,cymbalta,jesus,guns,pope,league,cnn,wedding,nbc,0,enbrel,abc,3,5,4,biden,cymbalta,reactions,jesus,jenna,anderson,fiber,reactions,mental,giants,nbc,earthquake,haiti
12,21,5,12,17,5,border,harry,league,giants,compromise,cnn,13,1,28,russia,28,17,terrorist,egypt,israel,regime,egypt,19,17,4,19,15,radar,score,cymbalta,wolf,nbc,israel,russia,wild,1,syria,immigration,1,3,5,harry,wild,compromise,wing,radar,regime,syria,enbrel,anderson,baseball,wing,fbi,qaeda
11,23,9,8,2,4,arthritis,harry,motion,bin,nbc,wedding,23,17,5,olympics,28,19,bleeding,nfl,tempore,amendment,tte,19,3,1,19,3,olympic,jury,delicious,calories,zimmerman,giants,gentleman,yield,1,tiger,celebrex,3,2,0,harry,tte,wolf,motion,giants,bowl,chair,wolf,fiber,laden,martin,chantix,cialis
8,27,24,19,24,3,santa,fog,healthcare,reid,obamacare,lou,28,23,6,tte,25,10,ktvu,tha,tiger,beach,olympic,12,6,3,2,12,melissa,obamacare,climate,neil,neil,allergic,olympics,nfl,5,thh,newt,5,1,0,newt,beach,climate,reid,allergic,thi,bowl,irs,healthcare,irs,lou,oakland,jose
8,26,28,20,24,3,fed,earnings,neil,obamacare,ceiling,fiscal,19,0,26,earthquake,29,26,stocks,pope,olympics,stocks,nfl,9,4,10,0,0,background,lou,consumer,boehner,healthcare,veterans,tiger,olympic,5,guns,jackson,5,4,3,jackson,stocks,consumer,hat,earthquake,mental,bowl,compromise,ryan,hat,irs,trading,investors
9,23,28,15,0,5,arthritis,celebrex,passengers,ship,ryan,trayvon,3,16,2,eve,26,4,chantix,authority,delicious,nbc,wedding,18,13,5,14,2,agencies,abc,boehner,compromise,earthquake,testimony,fiber,film,4,commission,bleeding,2,4,3,nasdaq,film,trayvon,wood,eve,supreme,calories,fiscal,ceiling,wood,haiti,nasdaq,cialis
11,19,25,7,20,2,melissa,tte,pope,background,newt,iowa,5,4,21,gulf,0,26,thh,spill,tempore,yield,amendment,14,19,16,17,6,copd,veterans,gingrich,agents,guns,cbs,dow,chair,5,advair,captain,0,3,2,captain,dow,agents,outfront,extraordinary,extraordinary,gentleman,rick,santorum,mental,outfront,tha,thi
4,5,13,3,19,0,org,cymbalta,tte,thi,liberal,palin,0,12,9,gonna,22,9,enbrel,protests,wedding,lincoln,character,6,17,8,17,4,kitchen,tha,breakfast,voting,melissa,que,kennedy,tavis,2,las,anderson,5,3,4,org,wedding,breakfast,lunesta,protests,color,film,sarah,voter,thh,lunesta,wolf,cnn
14,2,9,1,18,0,laden,jury,supplement,aarp,fiber,wedding,27,22,19,baltimore,23,8,zimmerman,avenue,armstrong,nuclear,pakistan,18,11,6,19,16,beltway,jenna,nbc,calories,giants,metro,taliban,korea,3,snowden,bin,3,0,1,motion,armstrong,ing,giants,snowden,cloudy,libya,ing,delicious,jon,martha,martin,motion
20,8,21,7,20,3,olympics,soldiers,mental,guns,immigration,border,3,5,5,cbs,14,5,tiger,gulf,mental,auto,background,4,6,5,11,16,advair,las,fbi,qaeda,background,newsroom,veterans,guns,1,spill,nfl,3,5,0,soldiers,auto,infections,las,newsroom,copd,pope,infections,terrorist,veterans,pope,olympic,bowl
2,0,13,18,3,2,haiti,earthquake,gonna,obamacare,palin,india,24,3,6,las,1,13,passengers,supplement,laden,jury,bin,0,4,15,6,8,aarp,que,sarah,voting,color,jenna,hillary,martin,4,martha,ship,2,1,3,temperature,hillary,india,obamacare,las,jon,zimmerman,voter,liberal,las,kitchen,temperature,abc
7,16,8,27,13,4,avenue,holiday,palin,voter,olympics,nfl,26,7,27,breathe,1,15,flu,ktvu,gulf,advair,standards,6,14,7,4,10,jose,sarah,bowl,tiger,voting,oakland,spill,copd,2,fog,thanksgiving,3,4,3,avenue,standards,cooler,dow,breathe,santa,cbs,cooler,olympic,dow,liberal,christmas,shopping
5,20,16,8,14,1,background,pope,pakistan,taliban,shopping,thanksgiving,17,9,12,tiger,3,1,veterans,olympic,anderson,enbrel,wolf,8,18,13,9,4,nfl,korea,christmas,holiday,libya,wear,cnn,cymbalta,3,bowl,mental,3,4,0,por,avenue,israeli,animals,wear,olympics,avenue,israeli,flu,animals,nuclear,guns,por
25,15,2,10,12,3,testimony,authority,russia,operations,bin,jury,14,5,26,flood,20,19,supreme,flooding,iowa,hav,santorum,18,3,13,1,11,anderson,syria,google,laden,israel,island,newt,rick,3,hurricane,agencies,5,1,5,veterans,hav,google,operations,anderson,tornado,gingrich,martin,zimmerman,egypt,regime,commission,veterans
12,3,1,22,24,2,color,las,neil,terrorist,metro,cloudy,21,0,7,gay,17,20,que,haiti,russia,regime,egypt,4,2,2,6,15,religion,irs,avenue,baltimore,healthcare,supreme,ban,israel,4,marriage,gonna,3,1,4,hits,ban,advair,terrorist,haiti,religious,syria,advair,beltway,lou,obamacare,hits,kitchen
0,21,28,3,10,0,recession,qaeda,flood,hurricane,fiscal,ceiling,21,16,5,freezing,28,2,fbi,kitchen,osama,ship,earthquake,16,10,13,13,13,color,flooding,compromise,boehner,tornado,las,passengers,abc,2,que,border,3,3,3,recession,osama,christine,agents,freezing,gonna,haiti,christine,ryan,island,agents,terrorist,immigration
11,17,19,2,27,2,league,giants,santa,fog,thh,tte,10,3,6,jury,9,20,nbc,laden,gentleman,tempore,yield,4,14,9,8,1,del,oakland,melissa,tha,ktvu,martin,veterans,amendment,5,zimmerman,breakfast,3,3,5,breakfast,veterans,manufacturing,island,del,bin,chair,manufacturing,thi,jose,island,score,baseball
